EEID,satisfaction_level,satisfaction_level_bucket,last_evaluation,last_evaluation_bucket,number_project,average_montly_hours,time_spend_company,Work_accident,left,promotion_last_5years,Department,salary,Burnout risk
EMP-0348,1,Low,4,High,7,264,4,0,1,0,technical,medium,Burnout Risk
EMP-0349,3,Medium,3,Medium,2,149,3,0,1,0,technical,medium,Stable
EMP-0350,1,Low,4,High,6,304,5,0,1,0,technical,medium,Burnout Risk
EMP-0351,3,Medium,5,High,3,219,6,0,1,0,technical,low,Stable
EMP-0352,5,High,5,High,4,262,6,0,1,0,support,low,Stable
EMP-0353,3,Medium,3,Medium,2,135,3,0,1,0,support,low,Stable
EMP-0354,2,Low,5,High,6,219,5,0,1,0,support,low,Burnout Risk
EMP-0355,3,Medium,3,Medium,2,136,3,0,1,0,support,low,Stable
EMP-0356,3,Medium,3,Medium,2,154,3,0,1,0,support,low,Stable
EMP-0357,2,Low,3,Medium,2,149,3,0,1,0,support,low,Stable
EMP-0358,2,Low,3,Medium,6,135,5,0,1,0,support,low,Stable
EMP-0359,1,Low,5,High,6,275,4,0,1,0,support,low,Burnout Risk
EMP-0360,1,Low,4,High,6,290,4,0,1,0,support,low,Burnout Risk
EMP-0361,4,High,5,High,4,263,5,0,1,0,support,low,Stable
EMP-0362,3,Medium,3,Medium,2,145,3,0,1,0,support,low,Stable
EMP-0363,4,High,5,High,5,267,5,0,1,0,technical,low,Stable
EMP-0364,3,Medium,3,Medium,2,141,3,1,1,0,technical,low,Stable
EMP-0365,5,High,4,High,4,235,5,0,1,0,technical,low,Stable
EMP-0366,1,Low,4,High,6,258,4,0,1,0,management,low,Burnout Risk
EMP-0367,3,Medium,3,Medium,2,131,3,0,1,0,IT,low,Stable
EMP-0368,4,High,4,High,5,243,5,0,1,0,IT,low,Stable
EMP-0369,1,Low,4,High,6,266,4,0,1,0,IT,low,Burnout Risk
EMP-0370,2,Low,3,Medium,2,142,3,0,1,0,IT,low,Stable
EMP-0371,2,Low,3,Medium,2,135,3,0,1,0,IT,low,Stable
EMP-0372,3,Medium,3,Medium,2,141,3,0,1,0,product_mng,medium,Stable
EMP-0373,2,Low,3,Medium,2,142,3,0,1,0,product_mng,medium,Stable
EMP-0374,4,High,4,High,5,254,5,0,1,0,product_mng,medium,Stable
EMP-0375,4,High,5,High,5,262,5,0,1,0,product_mng,medium,Stable
EMP-0376,3,Medium,4,High,4,296,2,0,1,0,IT,medium,Stable
EMP-0377,3,Medium,3,Medium,2,158,3,0,1,0,accounting,medium,Stable
EMP-0378,2,Low,3,Medium,4,238,2,0,1,0,accounting,medium,Burnout Risk
EMP-0379,4,High,5,High,4,231,5,0,1,0,hr,medium,Stable
EMP-0380,3,Medium,3,Medium,2,156,3,0,1,0,hr,medium,Stable
EMP-0381,3,Medium,3,Medium,2,145,3,0,1,0,hr,medium,Stable
EMP-0382,3,Medium,3,Medium,2,144,3,0,1,0,marketing,medium,Stable
EMP-0383,3,Medium,3,Medium,2,159,3,0,1,0,sales,medium,Stable
EMP-0384,2,Low,3,Medium,2,156,3,0,1,0,accounting,high,Stable
EMP-0385,4,High,5,High,5,256,5,0,1,0,support,low,Stable
EMP-0386,1,Low,5,High,6,298,4,0,1,0,technical,medium,Burnout Risk
EMP-0387,1,Low,5,High,6,247,4,0,1,0,management,medium,Burnout Risk
EMP-0388,3,Medium,3,Medium,2,157,3,0,1,0,marketing,medium,Stable
EMP-0389,3,Medium,3,Medium,2,154,3,1,1,0,marketing,medium,Stable
EMP-0390,4,High,5,High,4,253,5,0,1,0,marketing,low,Stable
EMP-0391,3,Medium,3,Medium,2,148,3,0,1,0,sales,low,Stable
EMP-0392,4,High,5,High,4,261,5,0,1,0,sales,low,Stable
EMP-0393,1,Low,5,High,6,282,4,0,1,0,sales,low,Burnout Risk
EMP-0394,3,Medium,3,Medium,2,133,3,0,1,0,sales,low,Stable
EMP-0395,3,Medium,3,Medium,2,128,3,0,1,0,sales,low,Stable
EMP-0396,3,Medium,3,Medium,2,139,3,0,1,0,sales,low,Stable
EMP-0397,1,Low,4,High,6,293,5,0,1,0,sales,low,Burnout Risk
EMP-0398,4,High,4,High,4,265,6,0,1,0,sales,low,Stable
EMP-0399,1,Low,4,High,6,250,4,0,1,0,sales,low,Burnout Risk
EMP-0400,5,High,5,High,5,251,6,0,1,0,sales,low,Stable
EMP-0401,4,High,5,High,4,246,5,0,1,0,sales,low,Stable
EMP-0402,4,High,5,High,5,275,5,0,1,0,sales,low,Stable
EMP-0403,5,High,5,High,5,240,5,0,1,0,sales,low,Stable
EMP-0404,4,High,4,High,5,245,5,0,1,0,sales,low,Stable
EMP-0405,3,Medium,3,Medium,4,254,4,0,1,0,sales,low,Stable
EMP-0406,4,High,5,High,5,241,5,0,1,0,sales,low,Stable
EMP-0407,1,Low,5,High,6,257,4,0,1,0,sales,low,Burnout Risk
EMP-0408,5,High,5,High,4,246,5,0,1,0,sales,low,Stable
EMP-0409,4,High,5,High,4,233,5,0,1,0,sales,low,Stable
EMP-0410,2,Low,3,Medium,6,218,4,0,1,0,accounting,low,Burnout Risk
EMP-0411,4,High,5,High,4,262,6,0,1,0,accounting,medium,Stable
EMP-0412,3,Medium,3,Medium,2,138,3,0,1,0,accounting,medium,Stable
EMP-0413,3,Medium,3,Medium,2,142,3,0,1,0,hr,medium,Stable
EMP-0414,5,High,5,High,5,233,5,0,1,0,hr,medium,Stable
EMP-0415,3,Medium,3,Medium,2,155,3,0,1,0,hr,medium,Stable
EMP-0416,4,High,5,High,4,229,6,0,1,0,hr,medium,Stable
EMP-0417,1,Low,5,High,6,264,4,0,1,0,technical,medium,Burnout Risk
EMP-0418,3,Medium,3,Medium,3,199,4,0,1,0,technical,medium,Stable
EMP-0419,4,High,4,High,4,223,5,0,1,0,technical,medium,Stable
EMP-0420,1,Low,5,High,6,268,4,0,1,0,technical,medium,Burnout Risk
EMP-0421,1,Low,5,High,6,287,4,0,1,0,technical,medium,Burnout Risk
EMP-0422,4,High,5,High,5,257,5,0,1,0,technical,medium,Stable
EMP-0423,3,Medium,3,Medium,2,143,3,0,1,0,technical,high,Stable
EMP-0424,3,Medium,3,Medium,2,130,3,0,1,0,technical,low,Stable
EMP-0425,3,Medium,3,Medium,2,136,3,0,1,0,technical,medium,Stable
EMP-0426,4,High,5,High,4,261,5,0,1,0,technical,medium,Stable
EMP-0427,3,Medium,3,Medium,3,180,4,0,1,0,technical,medium,Stable
EMP-0428,2,Low,3,Medium,2,126,3,0,1,0,support,medium,Stable
EMP-0429,3,Medium,3,Medium,2,127,3,1,1,0,support,low,Stable
EMP-0430,5,High,4,High,5,195,6,0,1,0,support,low,Stable
EMP-0431,3,Medium,3,Medium,2,160,3,0,1,0,support,low,Stable
EMP-0432,3,Medium,3,Medium,2,150,3,0,1,0,support,low,Stable
EMP-0433,4,High,4,High,4,264,6,0,1,0,support,low,Stable
EMP-0434,1,Low,4,High,6,309,4,0,1,0,support,low,Burnout Risk
EMP-0435,3,Medium,3,Medium,2,135,3,0,1,0,support,low,Stable
EMP-0436,1,Low,4,High,6,261,4,0,1,0,support,low,Burnout Risk
EMP-0437,3,Medium,3,Medium,2,160,3,0,1,0,support,low,Stable
EMP-0438,4,High,5,High,4,237,5,0,1,0,support,low,Stable
EMP-0439,3,Medium,3,Medium,2,136,3,0,1,0,technical,low,Stable
EMP-0440,3,Medium,3,Medium,2,139,3,0,1,0,technical,low,Stable
EMP-0441,2,Low,4,High,2,151,4,0,1,0,technical,low,Stable
EMP-0442,4,High,5,High,5,229,5,0,1,0,management,low,Stable
EMP-0443,4,High,5,High,5,245,5,0,1,0,IT,low,Stable
EMP-0444,3,Medium,3,Medium,2,127,3,0,1,0,IT,low,Stable
EMP-0445,1,Low,5,High,6,283,5,0,1,0,IT,low,Burnout Risk
EMP-0446,3,Medium,3,Medium,2,143,3,0,1,0,IT,low,Stable
EMP-0447,1,Low,4,High,5,298,4,0,1,0,IT,low,Burnout Risk
EMP-0448,2,Low,3,Medium,2,159,3,0,1,0,product_mng,low,Stable
EMP-0449,4,High,5,High,5,239,5,0,1,0,product_mng,low,Stable
EMP-0450,4,High,5,High,4,226,5,0,1,0,product_mng,medium,Stable
EMP-0451,4,High,5,High,5,248,5,0,1,0,product_mng,medium,Stable
EMP-0452,1,Low,4,High,6,286,4,0,1,0,IT,medium,Burnout Risk
EMP-0453,2,Low,3,Medium,2,145,3,0,1,0,RandD,medium,Stable
EMP-0454,1,Low,5,High,7,254,4,1,1,0,RandD,medium,Burnout Risk
EMP-0455,3,Medium,3,Medium,2,127,3,0,1,0,RandD,medium,Stable
EMP-0456,4,High,5,High,5,223,5,0,1,0,RandD,medium,Stable
EMP-0457,4,High,5,High,4,255,5,0,1,0,RandD,medium,Stable
EMP-0458,3,Medium,3,Medium,2,136,3,0,1,0,marketing,medium,Stable
EMP-0459,3,Medium,3,Medium,2,137,3,0,1,0,sales,medium,Stable
EMP-0460,3,Medium,3,Medium,2,135,3,0,1,0,accounting,medium,Stable
EMP-0461,3,Medium,3,Medium,2,137,3,0,1,0,support,medium,Stable
EMP-0462,4,High,3,Medium,3,255,5,0,1,0,technical,high,Stable
EMP-0463,4,High,4,High,4,273,5,0,1,0,management,low,Stable
EMP-0464,4,High,5,High,5,234,5,0,1,0,marketing,medium,Stable
EMP-0465,2,Low,3,Medium,2,152,3,0,1,0,marketing,medium,Stable
EMP-0466,2,Low,3,Medium,2,134,3,0,1,0,marketing,medium,Stable
EMP-0467,1,Low,5,High,6,292,4,0,1,0,sales,medium,Burnout Risk
EMP-0468,5,High,5,High,5,245,5,0,1,0,sales,low,Stable
EMP-0469,3,Medium,3,Medium,2,159,3,0,1,0,sales,low,Stable
EMP-0470,1,Low,4,High,6,260,4,0,1,0,sales,low,Burnout Risk
EMP-0471,3,Medium,3,Medium,2,149,3,0,1,0,sales,low,Stable
EMP-0472,5,High,4,High,5,266,5,0,1,0,sales,low,Stable
EMP-0473,3,Medium,3,Medium,2,149,3,0,1,0,sales,low,Stable
EMP-0474,4,High,5,High,5,242,5,0,1,0,sales,low,Stable
EMP-0475,3,Medium,3,Medium,2,134,3,0,1,0,sales,low,Stable
EMP-0476,1,Low,4,High,5,271,4,0,1,0,sales,low,Burnout Risk
EMP-0477,1,Low,4,High,6,275,4,0,1,0,sales,low,Burnout Risk
EMP-0478,4,High,4,High,5,227,5,0,1,0,sales,low,Stable
EMP-0479,1,Low,5,High,7,277,5,0,1,0,sales,low,Burnout Risk
EMP-0480,2,Low,3,Medium,2,151,3,0,1,0,sales,low,Stable
EMP-0481,1,Low,4,High,6,274,4,0,1,0,sales,low,Burnout Risk
EMP-0482,4,High,4,High,4,242,6,0,1,0,sales,low,Stable
EMP-0483,3,Medium,3,Medium,2,143,3,1,1,0,sales,low,Stable
EMP-0484,3,Medium,3,Medium,2,145,3,0,1,0,sales,low,Stable
EMP-0485,2,Low,5,High,5,172,2,0,1,0,sales,low,Stable
EMP-0486,3,Medium,3,Medium,2,135,3,0,1,0,accounting,low,Stable
EMP-0487,2,Low,5,High,4,192,4,0,1,0,accounting,low,Stable
EMP-0488,1,Low,4,High,7,276,4,0,1,0,accounting,low,Burnout Risk
EMP-0489,4,High,5,High,4,206,4,0,1,0,hr,medium,Stable
EMP-0490,3,Medium,3,Medium,4,281,6,0,1,0,hr,medium,Stable
EMP-0491,3,Medium,3,Medium,2,151,3,0,1,0,hr,medium,Stable
EMP-0492,1,Low,4,High,6,244,4,0,1,0,hr,medium,Burnout Risk
EMP-0493,1,Low,5,High,6,309,4,0,1,0,technical,medium,Burnout Risk
EMP-0494,4,High,5,High,5,218,5,0,1,0,technical,medium,Stable
EMP-0495,4,High,5,High,4,263,6,0,1,0,technical,medium,Stable
EMP-0496,1,Low,4,High,6,244,4,0,1,0,technical,medium,Burnout Risk
EMP-0497,3,Medium,3,Medium,7,263,4,0,1,0,technical,medium,Stable
EMP-0498,3,Medium,3,Medium,2,143,3,0,1,0,technical,medium,Stable
EMP-0499,5,High,5,High,2,181,5,0,1,0,technical,medium,Stable
EMP-0500,5,High,4,High,5,265,5,0,1,0,technical,medium,Stable
EMP-0501,4,High,3,Medium,5,161,5,0,1,0,technical,high,Stable
EMP-0502,1,Low,4,High,7,282,5,0,1,0,technical,low,Burnout Risk
EMP-0503,3,Medium,3,Medium,2,155,3,0,1,0,technical,medium,Stable
EMP-0504,4,High,4,High,4,217,6,0,1,0,support,medium,Stable
EMP-0505,1,Low,5,High,6,289,5,0,1,0,support,medium,Burnout Risk
EMP-0506,4,High,5,High,4,259,5,0,1,0,support,medium,Stable
EMP-0507,3,Medium,3,Medium,2,158,3,0,1,0,support,low,Stable
EMP-0508,3,Medium,3,Medium,2,158,3,0,1,0,support,low,Stable
EMP-0509,2,Low,3,Medium,2,155,3,0,1,0,support,low,Stable
EMP-0510,3,Medium,3,Medium,2,146,3,0,1,0,support,low,Stable
EMP-0511,3,Medium,4,High,2,164,5,0,1,0,support,low,Stable
EMP-0512,1,Low,5,High,6,259,4,0,1,0,support,low,Burnout Risk
EMP-0513,1,Low,5,High,6,293,4,0,1,0,support,low,Burnout Risk
EMP-0514,4,High,5,High,5,275,5,0,1,0,support,low,Stable
EMP-0515,5,High,5,High,5,219,6,1,1,0,technical,low,Stable
EMP-0516,1,Low,5,High,6,247,4,0,1,0,technical,low,Burnout Risk
EMP-0517,1,Low,4,High,7,309,4,0,1,0,technical,low,Burnout Risk
EMP-0518,3,Medium,3,Medium,2,151,3,0,1,0,management,low,Stable
EMP-0519,3,Medium,3,Medium,2,129,3,0,1,0,IT,low,Stable
EMP-0520,4,High,5,High,4,274,5,0,1,0,IT,low,Stable
EMP-0521,4,High,5,High,4,233,5,0,1,0,IT,low,Stable
EMP-0522,1,Low,5,High,7,289,4,0,1,0,IT,low,Burnout Risk
EMP-0523,4,High,4,High,4,239,6,0,1,0,IT,low,Stable
EMP-0524,4,High,5,High,5,221,5,0,1,0,product_mng,low,Stable
EMP-0525,3,Medium,3,Medium,2,150,3,0,1,0,product_mng,low,Stable
EMP-0526,3,Medium,3,Medium,2,144,3,1,1,0,product_mng,low,Stable
EMP-0527,1,Low,5,High,7,289,4,0,1,0,product_mng,low,Burnout Risk
EMP-0528,1,Low,4,High,6,301,5,0,1,0,IT,medium,Burnout Risk
EMP-0529,3,Medium,3,Medium,2,145,3,0,1,0,accounting,medium,Stable
EMP-0530,3,Medium,3,Medium,2,137,3,0,1,0,accounting,medium,Stable
EMP-0531,2,Low,3,Medium,2,131,3,1,1,0,hr,medium,Stable
EMP-0532,1,Low,4,High,6,246,4,0,1,0,hr,medium,Burnout Risk
EMP-0533,3,Medium,3,Medium,2,136,3,0,1,0,hr,medium,Stable
EMP-0534,4,High,4,High,5,240,6,1,1,0,marketing,medium,Stable
EMP-0535,2,Low,3,Medium,2,156,3,0,1,0,sales,medium,Stable
EMP-0536,1,Low,4,High,6,305,4,0,1,0,accounting,medium,Burnout Risk
EMP-0537,3,Medium,3,Medium,2,154,3,1,1,0,support,medium,Stable
EMP-0538,4,High,5,High,5,261,5,1,1,0,technical,medium,Stable
EMP-0539,1,Low,5,High,7,244,4,0,1,0,management,medium,Burnout Risk
EMP-0540,3,Medium,3,Medium,2,129,3,0,1,0,marketing,high,Stable
EMP-0541,4,High,4,High,4,254,5,0,1,0,marketing,low,Stable
EMP-0542,4,High,5,High,5,236,5,0,1,0,marketing,medium,Stable
EMP-0543,5,High,5,High,5,237,5,0,1,0,sales,medium,Stable
EMP-0544,3,Medium,3,Medium,2,135,3,0,1,0,sales,medium,Stable
EMP-0545,4,High,5,High,5,236,5,0,1,0,sales,medium,Stable
EMP-0546,2,Low,3,Medium,2,149,3,0,1,0,sales,low,Stable
EMP-0547,2,Low,3,Medium,2,141,3,0,1,0,sales,low,Stable
EMP-0548,4,High,4,High,4,270,5,0,1,0,sales,low,Stable
EMP-0549,3,Medium,3,Medium,2,138,3,0,1,0,sales,low,Stable
EMP-0550,1,Low,5,High,6,298,4,0,1,0,sales,low,Burnout Risk
EMP-0551,4,High,5,High,5,254,5,0,1,0,sales,low,Stable
EMP-0552,4,High,4,High,5,248,5,0,1,0,sales,low,Stable
EMP-0553,4,High,5,High,5,257,6,0,1,0,sales,low,Stable
EMP-0554,3,Medium,3,Medium,2,150,3,0,1,0,sales,low,Stable
EMP-0555,1,Low,5,High,7,281,4,0,1,0,sales,low,Burnout Risk
EMP-0556,3,Medium,3,Medium,2,141,3,1,1,0,sales,low,Stable
EMP-0557,3,Medium,3,Medium,2,157,3,0,1,0,sales,low,Stable
EMP-0558,3,Medium,3,Medium,2,136,3,0,1,0,sales,low,Stable
EMP-0559,1,Low,4,High,7,296,4,0,1,0,sales,low,Burnout Risk
EMP-0560,1,Low,4,High,6,279,4,0,1,0,sales,low,Burnout Risk
EMP-0561,2,Low,3,Medium,2,131,3,0,1,0,sales,low,Stable
EMP-0562,3,Medium,3,Medium,2,160,3,0,1,0,accounting,low,Stable
EMP-0563,1,Low,4,High,7,291,4,0,1,0,accounting,low,Burnout Risk
EMP-0564,3,Medium,3,Medium,2,157,3,0,1,0,accounting,low,Stable
EMP-0565,4,High,3,Medium,3,294,4,0,1,0,hr,low,Stable
EMP-0566,1,Low,4,High,7,310,4,0,1,0,hr,low,Burnout Risk
EMP-0567,1,Low,5,High,6,282,4,0,1,0,hr,medium,Burnout Risk
EMP-0568,3,Medium,3,Medium,2,134,3,0,1,0,hr,medium,Stable
EMP-0569,2,Low,3,Medium,4,214,4,0,1,0,technical,medium,Burnout Risk
EMP-0570,3,Medium,3,Medium,2,137,3,0,1,0,technical,medium,Stable
EMP-0571,4,High,5,High,4,252,5,0,1,0,technical,medium,Stable
EMP-0572,4,High,5,High,5,243,6,0,1,0,technical,medium,Stable
EMP-0573,2,Low,3,Medium,2,148,3,0,1,0,technical,medium,Stable
EMP-0574,2,Low,3,Medium,2,151,3,0,1,0,technical,medium,Stable
EMP-0575,3,Medium,3,Medium,2,129,3,0,1,0,technical,medium,Stable
EMP-0576,3,Medium,4,High,2,198,2,0,1,0,technical,medium,Stable
EMP-0577,3,Medium,4,High,4,275,6,0,1,0,technical,medium,Stable
EMP-0578,5,High,5,High,5,243,5,0,1,0,technical,medium,Stable
EMP-0579,3,Medium,3,Medium,2,159,3,0,1,0,technical,high,Stable
EMP-0580,3,Medium,3,Medium,2,145,3,0,1,0,support,low,Stable
EMP-0581,4,High,5,High,5,242,5,0,1,0,support,medium,Stable
EMP-0582,4,High,4,High,5,242,5,0,1,0,support,medium,Stable
EMP-0583,3,Medium,3,Medium,2,145,3,0,1,0,support,medium,Stable
EMP-0584,3,Medium,3,Medium,2,154,3,0,1,1,support,medium,Stable
EMP-0585,3,Medium,3,Medium,2,139,3,0,1,0,support,low,Stable
EMP-0586,3,Medium,3,Medium,2,152,3,0,1,0,support,low,Stable
EMP-0587,4,High,4,High,2,211,3,0,1,0,support,low,Stable
EMP-0588,4,High,5,High,5,258,5,0,1,0,support,low,Stable
EMP-0589,3,Medium,3,Medium,2,155,3,0,1,0,support,low,Stable
EMP-0590,3,Medium,3,Medium,2,148,3,0,1,0,support,low,Stable
EMP-0591,4,High,4,High,2,255,3,0,1,0,technical,low,Stable
EMP-0592,1,Low,4,High,6,264,4,0,1,0,technical,low,Burnout Risk
EMP-0593,2,Low,3,Medium,2,132,3,0,1,0,technical,low,Stable
EMP-0594,1,Low,4,High,6,255,4,0,1,0,management,low,Burnout Risk
EMP-0595,1,Low,4,High,5,263,4,0,1,0,IT,low,Burnout Risk
EMP-0596,4,High,4,High,5,222,5,0,1,0,IT,low,Stable
EMP-0597,1,Low,5,High,6,263,4,0,1,0,IT,low,Burnout Risk
EMP-0598,2,Low,3,Medium,2,157,3,0,1,0,IT,low,Stable
EMP-0599,1,Low,5,High,7,307,4,0,1,0,IT,low,Burnout Risk
EMP-0600,4,High,5,High,5,259,6,0,1,0,product_mng,low,Stable
EMP-0601,4,High,5,High,5,222,6,0,1,0,product_mng,low,Stable
EMP-0602,1,Low,4,High,7,250,4,0,1,0,product_mng,low,Burnout Risk
EMP-0603,4,High,5,High,5,245,5,0,1,0,product_mng,low,Stable
EMP-0604,1,Low,4,High,6,292,4,0,1,0,IT,low,Burnout Risk
EMP-0605,4,High,5,High,5,252,5,0,1,0,RandD,low,Stable
EMP-0606,3,Medium,3,Medium,2,161,3,0,1,0,RandD,medium,Stable
EMP-0607,1,Low,5,High,5,250,4,0,1,0,RandD,medium,Burnout Risk
EMP-0608,3,Medium,3,Medium,2,134,3,0,1,0,RandD,medium,Stable
EMP-0609,1,Low,4,High,7,279,4,0,1,0,RandD,medium,Burnout Risk
EMP-0610,1,Low,5,High,7,256,4,0,1,0,marketing,medium,Burnout Risk
EMP-0611,3,Medium,3,Medium,2,127,3,0,1,0,sales,medium,Stable
EMP-0612,2,Low,3,Medium,2,138,3,1,1,0,accounting,medium,Stable
EMP-0613,4,High,5,High,5,243,5,0,1,0,support,medium,Stable
EMP-0614,1,Low,5,High,7,296,4,0,1,0,technical,medium,Burnout Risk
EMP-0615,1,Low,5,High,7,267,4,0,1,0,management,medium,Burnout Risk
EMP-0616,3,Medium,3,Medium,2,144,3,0,1,0,marketing,medium,Stable
EMP-0617,4,High,5,High,4,251,5,0,1,0,marketing,medium,Stable
EMP-0618,3,Medium,3,Medium,2,148,3,0,1,0,marketing,high,Stable
EMP-0619,3,Medium,3,Medium,2,141,3,0,1,0,sales,low,Stable
EMP-0620,4,High,4,High,3,268,2,0,1,0,sales,medium,Stable
EMP-0621,1,Low,4,High,6,247,4,0,1,0,sales,medium,Burnout Risk
EMP-0622,1,Low,3,Medium,2,247,4,0,1,0,sales,medium,Burnout Risk
EMP-0623,2,Low,3,Medium,2,146,3,0,1,0,sales,medium,Stable
EMP-0624,3,Medium,3,Medium,2,140,3,0,1,0,sales,low,Stable
EMP-0625,4,High,5,High,5,263,6,0,1,0,sales,low,Stable
EMP-0626,3,Medium,3,Medium,2,145,3,0,1,0,sales,low,Stable
EMP-0627,3,Medium,3,Medium,2,156,3,1,1,0,sales,low,Stable
EMP-0628,4,High,4,High,5,244,6,0,1,0,sales,low,Stable
EMP-0629,3,Medium,3,Medium,2,144,3,0,1,0,sales,low,Stable
EMP-0630,1,Low,5,High,7,286,4,0,1,0,sales,low,Burnout Risk
EMP-0631,2,Low,4,High,4,141,2,0,1,0,sales,low,Stable
EMP-0632,1,Low,5,High,6,260,5,0,1,0,sales,low,Burnout Risk
EMP-0633,3,Medium,3,Medium,2,154,3,0,1,0,sales,low,Stable
EMP-0634,4,High,5,High,5,225,5,0,1,0,sales,low,Stable
EMP-0635,3,Medium,3,Medium,2,127,3,0,1,0,sales,low,Stable
EMP-0636,3,Medium,3,Medium,2,140,3,0,1,0,sales,low,Stable
EMP-0637,3,Medium,3,Medium,2,147,3,0,1,0,sales,low,Stable
EMP-0638,4,High,4,High,4,227,5,0,1,0,accounting,low,Stable
EMP-0639,3,Medium,3,Medium,2,153,3,0,1,0,accounting,low,Stable
EMP-0640,2,Low,3,Medium,2,128,3,0,1,0,accounting,low,Stable
EMP-0641,4,High,5,High,4,228,5,0,1,0,hr,low,Stable
EMP-0642,4,High,5,High,5,235,5,0,1,0,hr,low,Stable
EMP-0643,2,Low,3,Medium,2,148,3,0,1,0,hr,low,Stable
EMP-0644,3,Medium,3,Medium,4,238,3,0,1,0,hr,low,Stable
EMP-0645,3,Medium,3,Medium,2,141,3,0,1,0,technical,medium,Stable
EMP-0646,3,Medium,4,High,5,249,4,0,1,0,technical,medium,Stable
EMP-0647,3,Medium,3,Medium,2,151,3,0,1,0,technical,medium,Stable
EMP-0648,3,Medium,3,Medium,2,129,3,0,1,0,technical,medium,Stable
EMP-0649,3,Medium,3,Medium,2,156,3,0,1,0,technical,medium,Stable
EMP-0650,3,Medium,3,Medium,2,134,3,0,1,0,technical,medium,Stable
EMP-0651,1,Low,5,High,6,269,4,0,1,0,technical,medium,Burnout Risk
EMP-0652,1,Low,4,High,6,290,4,0,1,0,technical,medium,Burnout Risk
EMP-0653,2,Low,3,Medium,2,132,3,0,1,0,technical,medium,Stable
EMP-0654,1,Low,5,High,7,308,4,0,1,0,technical,medium,Burnout Risk
EMP-0655,4,High,5,High,4,232,5,0,1,0,technical,medium,Stable
EMP-0656,4,High,4,High,5,235,5,0,1,0,support,medium,Stable
EMP-0657,3,Medium,3,Medium,2,130,3,0,1,0,support,high,Stable
EMP-0658,3,Medium,3,Medium,2,146,3,0,1,0,support,low,Stable
EMP-0659,4,High,5,High,5,221,6,0,1,0,support,medium,Stable
EMP-0660,3,Medium,3,Medium,2,130,3,0,1,0,support,medium,Stable
EMP-0661,3,Medium,3,Medium,2,136,3,0,1,0,support,medium,Stable
EMP-0662,4,High,5,High,5,274,6,0,1,0,support,medium,Stable
EMP-0663,1,Low,4,High,6,256,5,0,1,0,support,low,Burnout Risk
EMP-0664,1,Low,4,High,5,276,4,0,1,0,support,low,Burnout Risk
EMP-0665,4,High,4,High,5,267,5,0,1,0,support,low,Stable
EMP-0666,3,Medium,3,Medium,6,213,3,0,1,0,support,low,Stable
EMP-0667,5,High,5,High,4,274,6,0,1,0,technical,low,Stable
EMP-0668,1,Low,5,High,6,258,4,0,1,0,technical,low,Burnout Risk
EMP-0669,4,High,3,Medium,3,153,5,0,1,0,technical,low,Stable
EMP-0670,1,Low,5,High,6,245,4,0,1,0,management,low,Burnout Risk
EMP-0671,1,Low,5,High,6,264,4,0,1,0,IT,low,Burnout Risk
EMP-0672,3,Medium,3,Medium,2,154,3,0,1,0,IT,low,Stable
EMP-0673,2,Low,3,Medium,2,149,3,0,1,0,IT,low,Stable
EMP-0674,3,Medium,3,Medium,2,157,3,0,1,0,IT,low,Stable
EMP-0675,3,Medium,3,Medium,2,127,3,0,1,0,IT,low,Stable
EMP-0676,1,Low,4,High,6,270,4,0,1,0,product_mng,low,Burnout Risk
EMP-0677,4,High,5,High,5,236,6,0,1,0,product_mng,low,Stable
EMP-0678,3,Medium,3,Medium,2,158,3,0,1,0,product_mng,low,Stable
EMP-0679,4,High,5,High,5,229,5,0,1,0,product_mng,low,Stable
EMP-0680,1,Low,4,High,6,269,4,0,1,0,IT,low,Burnout Risk
EMP-0681,3,Medium,3,Medium,2,128,3,0,1,0,sales,low,Stable
EMP-0682,1,Low,4,High,7,278,4,0,1,0,sales,low,Burnout Risk
EMP-0683,4,High,5,High,3,158,5,0,1,0,sales,low,Stable
EMP-0684,3,Medium,5,High,3,202,3,0,1,0,sales,medium,Stable
EMP-0685,4,High,4,High,4,240,5,0,1,0,sales,medium,Stable
EMP-0686,1,Low,5,High,7,255,4,0,1,0,marketing,medium,Burnout Risk
EMP-0687,1,Low,5,High,7,254,4,0,1,0,sales,medium,Burnout Risk
EMP-0688,1,Low,4,High,6,257,4,0,1,0,accounting,medium,Burnout Risk
EMP-0689,4,High,5,High,4,228,5,0,1,0,support,medium,Stable
EMP-0690,2,Low,3,Medium,2,145,3,0,1,0,technical,medium,Stable
EMP-0691,3,Medium,4,High,3,218,4,0,1,0,management,medium,Stable
EMP-0692,4,High,4,High,5,268,5,0,1,0,marketing,medium,Stable
EMP-0693,1,Low,4,High,6,278,4,0,1,0,marketing,medium,Burnout Risk
EMP-0694,4,High,4,High,3,249,5,0,1,0,marketing,medium,Stable
EMP-0695,2,Low,5,High,3,236,4,0,1,0,sales,medium,Burnout Risk
EMP-0696,1,Low,4,High,7,291,4,0,1,0,sales,high,Burnout Risk
EMP-0697,1,Low,4,High,6,306,4,0,1,0,sales,low,Burnout Risk
EMP-0698,3,Medium,3,Medium,2,135,3,0,1,0,sales,medium,Stable
EMP-0699,3,Medium,3,Medium,2,156,3,0,1,0,sales,medium,Stable
